idx_a,idx_b,id_a,database_a,id_b,database_b,compartment,subcompartment,sim,rank
32,64,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,1b0ff6a7-7d3f-5167-8cb3-f179dba7107c,openLCA,Emission to air,low population density,0.6651979,3
32,34,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,37198238-6552-54b4-852f-6d037bca7033,openLCA,Emission to air,low population density,0.6340984,8
32,50,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,Emission to air,low population density,0.6319348,9
32,52,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,Emission to air,low population density,0.63106084,10
32,68,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.6310476,11
32,38,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,Emission to air,low population density,0.63075346,12
32,40,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,Emission to air,low population density,0.62232816,15
32,66,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.6045837,20
32,36,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,Emission to air,low population density,0.59519696,28
32,72,ca63d222-c7e0-5b57-8a27-0eba07942700,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.5935405,29
33,65,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,7996770a-2fa0-575b-944a-0b8718b2d5d6,openLCA,Emission to air,unspecified,0.64298195,3
33,53,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,d8660dc6-9e4e-585e-b31d-3c970b52d2f6,openLCA,Emission to air,unspecified,0.6295863,4
33,35,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,Emission to air,unspecified,0.6267675,5
33,51,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,88450279-48a0-59a4-97a0-d168923a0031,openLCA,Emission to air,unspecified,0.6242039,7
33,39,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,Emission to air,unspecified,0.62377006,8
33,69,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.6162452,10
33,41,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,Emission to air,unspecified,0.60670424,12
33,37,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,Emission to air,unspecified,0.5777096,29
33,67,3ab339a6-f749-5f90-af7a-feb517f17740,openLCA,9acd62b8-2051-5ccb-aa96-907b3313788a,openLCA,Emission to air,unspecified,0.57648075,30
34,72,37198238-6552-54b4-852f-6d037bca7033,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.7558621,3
34,52,37198238-6552-54b4-852f-6d037bca7033,openLCA,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,Emission to air,low population density,0.74443257,5
34,40,37198238-6552-54b4-852f-6d037bca7033,openLCA,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,Emission to air,low population density,0.74305403,6
34,45,37198238-6552-54b4-852f-6d037bca7033,openLCA,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,Emission to air,low population density,0.73822826,7
34,70,37198238-6552-54b4-852f-6d037bca7033,openLCA,71710f8d-7f66-53ae-8624-aecb0f461b72,openLCA,Emission to air,low population density,0.73638856,10
34,68,37198238-6552-54b4-852f-6d037bca7033,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.72880423,12
34,66,37198238-6552-54b4-852f-6d037bca7033,openLCA,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.72119963,17
34,44,37198238-6552-54b4-852f-6d037bca7033,openLCA,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,Emission to air,low population density,0.70934653,18
34,50,37198238-6552-54b4-852f-6d037bca7033,openLCA,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,Emission to air,low population density,0.68972605,25
34,38,37198238-6552-54b4-852f-6d037bca7033,openLCA,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,Emission to air,low population density,0.6778185,28
35,53,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,d8660dc6-9e4e-585e-b31d-3c970b52d2f6,openLCA,Emission to air,unspecified,0.7399407,4
35,49,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,Emission to air,unspecified,0.7341068,5
35,41,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,Emission to air,unspecified,0.7308829,7
35,73,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.73053867,8
35,71,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,96a52c05-522a-5215-b20e-dd673259875d,openLCA,Emission to air,unspecified,0.7104639,11
35,69,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.7101208,12
35,67,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,9acd62b8-2051-5ccb-aa96-907b3313788a,openLCA,Emission to air,unspecified,0.6950588,17
35,51,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,88450279-48a0-59a4-97a0-d168923a0031,openLCA,Emission to air,unspecified,0.68708813,21
35,48,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,Emission to air,unspecified,0.6821016,22
35,39,e9b1979d-b339-57eb-b31f-fda813962aae,openLCA,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,Emission to air,unspecified,0.6736595,26
36,54,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,5a4f1f3d-6dda-4f61-b7ee-88ed61f2152a,openLCA,Emission to air,low population density,0.8274518,2
36,66,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.68053144,7
36,64,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,1b0ff6a7-7d3f-5167-8cb3-f179dba7107c,openLCA,Emission to air,low population density,0.6789059,9
36,68,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.67783374,10
36,72,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.65708625,14
36,70,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,71710f8d-7f66-53ae-8624-aecb0f461b72,openLCA,Emission to air,low population density,0.65548563,15
36,40,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,Emission to air,low population density,0.6376926,19
36,52,7d2de00e-9ebc-4b51-b802-defc24ed6c27,openLCA,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,Emission to air,low population density,0.627523,24
37,55,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,4db9bb53-4bdd-4f32-a6a8-521f58c5825c,openLCA,Emission to air,unspecified,0.8127581,2
37,69,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.66275704,5
37,67,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,9acd62b8-2051-5ccb-aa96-907b3313788a,openLCA,Emission to air,unspecified,0.66128165,6
37,65,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,7996770a-2fa0-575b-944a-0b8718b2d5d6,openLCA,Emission to air,unspecified,0.6545691,9
37,71,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,96a52c05-522a-5215-b20e-dd673259875d,openLCA,Emission to air,unspecified,0.6371724,12
37,73,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.62928337,16
37,53,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,d8660dc6-9e4e-585e-b31d-3c970b52d2f6,openLCA,Emission to air,unspecified,0.61550945,21
37,41,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,Emission to air,unspecified,0.6139455,23
37,81,23a4dfc7-c82e-4425-abf6-0195f78f3363,openLCA,22524a35-32c0-482a-82f7-49724ad1c595,openLCA,Emission to air,unspecified,0.59221214,30
38,50,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,Emission to air,low population density,0.6741357,7
38,40,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,Emission to air,low population density,0.6702652,8
38,52,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,Emission to air,low population density,0.66667503,10
38,85,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,1a98cd22-4b8d-4a22-97a0-aa918ba8196c,openLCA,Emission to air,low population density,0.66307056,11
38,84,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,657d244c-3820-48cd-ac10-ebd0c0ee9703,table,Emission to air,low population density,0.6471142,16
38,72,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.640746,17
38,91,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,cf62c02a-4367-5a70-8f32-ca14eb7d3800,openLCA,Emission to air,low population density,0.63757575,20
38,64,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,1b0ff6a7-7d3f-5167-8cb3-f179dba7107c,openLCA,Emission to air,low population density,0.63480055,22
38,70,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,71710f8d-7f66-53ae-8624-aecb0f461b72,openLCA,Emission to air,low population density,0.6339142,23
38,90,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,3bd03bc6-68d3-5daa-81a5-94c6c8542afc,table,Emission to air,low population density,0.6337175,24
38,68,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.63042766,26
38,66,966ab66b-abaa-590b-96cb-549574e4f281,openLCA,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.6270409,30
39,53,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,d8660dc6-9e4e-585e-b31d-3c970b52d2f6,openLCA,Emission to air,unspecified,0.6679965,5
39,51,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,88450279-48a0-59a4-97a0-d168923a0031,openLCA,Emission to air,unspecified,0.6602312,6
39,41,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,Emission to air,unspecified,0.65360385,7
39,89,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,00b55d37-8eb5-4a65-9309-cd897f67084a,openLCA,Emission to air,unspecified,0.63383764,9
39,65,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,7996770a-2fa0-575b-944a-0b8718b2d5d6,openLCA,Emission to air,unspecified,0.6303745,12
39,94,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,79def65c-bd77-4fb2-a1df-f4dba98ada8f,table,Emission to air,unspecified,0.62076885,17
39,95,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,79def65c-bd77-4fb2-a1df-f4dba98ada8f,openLCA,Emission to air,unspecified,0.6195226,18
39,73,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.6124525,27
39,71,656bf949-e32e-5e24-b760-016dd200cc9b,openLCA,96a52c05-522a-5215-b20e-dd673259875d,openLCA,Emission to air,unspecified,0.60968363,29
40,52,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,Emission to air,low population density,0.8044798,2
40,85,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,1a98cd22-4b8d-4a22-97a0-aa918ba8196c,openLCA,Emission to air,low population density,0.7147215,6
40,72,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.7121602,8
40,64,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,1b0ff6a7-7d3f-5167-8cb3-f179dba7107c,openLCA,Emission to air,low population density,0.69643086,9
40,84,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,657d244c-3820-48cd-ac10-ebd0c0ee9703,table,Emission to air,low population density,0.69390273,11
40,50,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,Emission to air,low population density,0.68644285,15
40,66,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.6850188,18
40,68,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.68208617,19
40,91,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,cf62c02a-4367-5a70-8f32-ca14eb7d3800,openLCA,Emission to air,low population density,0.67209363,24
40,90,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,3bd03bc6-68d3-5daa-81a5-94c6c8542afc,table,Emission to air,low population density,0.6711201,25
40,70,318d384a-bc73-589e-ba28-ec58ce9d93b5,openLCA,71710f8d-7f66-53ae-8624-aecb0f461b72,openLCA,Emission to air,low population density,0.6686206,27
41,53,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,d8660dc6-9e4e-585e-b31d-3c970b52d2f6,openLCA,Emission to air,unspecified,0.78497946,2
41,89,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,00b55d37-8eb5-4a65-9309-cd897f67084a,openLCA,Emission to air,unspecified,0.68710756,6
41,65,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,7996770a-2fa0-575b-944a-0b8718b2d5d6,openLCA,Emission to air,unspecified,0.6838871,7
41,73,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.67860323,8
41,51,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,88450279-48a0-59a4-97a0-d168923a0031,openLCA,Emission to air,unspecified,0.6693432,13
41,69,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.65736955,17
41,67,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,9acd62b8-2051-5ccb-aa96-907b3313788a,openLCA,Emission to air,unspecified,0.65443456,18
41,94,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,79def65c-bd77-4fb2-a1df-f4dba98ada8f,table,Emission to air,unspecified,0.6432901,22
41,95,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,79def65c-bd77-4fb2-a1df-f4dba98ada8f,openLCA,Emission to air,unspecified,0.6415279,23
41,88,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,f8dacb2c-6b05-5aa1-8fc8-40cda8bfc188,table,Emission to air,unspecified,0.6383756,24
41,71,b31bda01-8038-51fa-b27e-a18978df7627,openLCA,96a52c05-522a-5215-b20e-dd673259875d,openLCA,Emission to air,unspecified,0.6355543,29
42,43,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,table,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,openLCA,Emission to air,high population density,0.94997716,3
42,74,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,table,89951b1a-9b6b-4bc7-82fc-6fc263e91936,table,Emission to air,high population density,0.66102225,10
42,75,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,table,89951b1a-9b6b-4bc7-82fc-6fc263e91936,openLCA,Emission to air,high population density,0.65559584,14
43,75,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,openLCA,89951b1a-9b6b-4bc7-82fc-6fc263e91936,openLCA,Emission to air,high population density,0.65730286,12
43,74,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,openLCA,89951b1a-9b6b-4bc7-82fc-6fc263e91936,table,Emission to air,high population density,0.6313076,15
44,45,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,Emission to air,low population density,0.9466356,4
44,76,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,98f28ebe-22c0-4d0b-a2a2-2fcf910a91dd,table,Emission to air,low population density,0.6611787,13
44,77,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,98f28ebe-22c0-4d0b-a2a2-2fcf910a91dd,openLCA,Emission to air,low population density,0.6555998,15
44,70,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,71710f8d-7f66-53ae-8624-aecb0f461b72,openLCA,Emission to air,low population density,0.60755426,21
44,72,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.59555656,22
44,66,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.58950025,25
44,68,0f9f3e17-eb81-4adb-8170-049bc6b66728,table,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.58521754,28
45,77,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,98f28ebe-22c0-4d0b-a2a2-2fcf910a91dd,openLCA,Emission to air,low population density,0.6609076,12
45,76,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,98f28ebe-22c0-4d0b-a2a2-2fcf910a91dd,table,Emission to air,low population density,0.6364991,17
45,70,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,71710f8d-7f66-53ae-8624-aecb0f461b72,openLCA,Emission to air,low population density,0.6247956,20
45,72,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.61485785,23
45,66,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,8b953e90-3d44-5f0f-98c8-814f7a2fa006,openLCA,Emission to air,low population density,0.609712,28
45,68,0f9f3e17-eb81-4adb-8170-049bc6b66728,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.60864145,29
46,47,ba5c9458-44df-4d93-a7c3-9389f65166d8,table,ba5c9458-44df-4d93-a7c3-9389f65166d8,openLCA,Emission to air,"low population density, long-term",0.96032065,3
46,78,ba5c9458-44df-4d93-a7c3-9389f65166d8,table,7ae0a943-090b-4da6-899f-8c53a33a1db2,table,Emission to air,"low population density, long-term",0.67307234,9
46,79,ba5c9458-44df-4d93-a7c3-9389f65166d8,table,7ae0a943-090b-4da6-899f-8c53a33a1db2,openLCA,Emission to air,"low population density, long-term",0.6710929,11
47,79,ba5c9458-44df-4d93-a7c3-9389f65166d8,openLCA,7ae0a943-090b-4da6-899f-8c53a33a1db2,openLCA,Emission to air,"low population density, long-term",0.68024063,11
47,78,ba5c9458-44df-4d93-a7c3-9389f65166d8,openLCA,7ae0a943-090b-4da6-899f-8c53a33a1db2,table,Emission to air,"low population density, long-term",0.6617877,14
48,49,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,Emission to air,unspecified,0.96068543,1
48,80,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,22524a35-32c0-482a-82f7-49724ad1c595,table,Emission to air,unspecified,0.6554576,9
48,81,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,22524a35-32c0-482a-82f7-49724ad1c595,openLCA,Emission to air,unspecified,0.6443772,11
48,71,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,96a52c05-522a-5215-b20e-dd673259875d,openLCA,Emission to air,unspecified,0.5784954,21
48,73,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.56927514,26
48,67,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,9acd62b8-2051-5ccb-aa96-907b3313788a,openLCA,Emission to air,unspecified,0.5673016,27
48,69,86d12e70-0c64-4ecf-ba52-114fa0c5d402,table,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.56713784,28
49,81,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,22524a35-32c0-482a-82f7-49724ad1c595,openLCA,Emission to air,unspecified,0.65417606,12
49,80,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,22524a35-32c0-482a-82f7-49724ad1c595,table,Emission to air,unspecified,0.6325534,14
49,71,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,96a52c05-522a-5215-b20e-dd673259875d,openLCA,Emission to air,unspecified,0.6108317,18
49,69,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.60285646,22
49,73,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.6017367,23
49,67,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,9acd62b8-2051-5ccb-aa96-907b3313788a,openLCA,Emission to air,unspecified,0.5986004,24
49,65,86d12e70-0c64-4ecf-ba52-114fa0c5d402,openLCA,7996770a-2fa0-575b-944a-0b8718b2d5d6,openLCA,Emission to air,unspecified,0.587939,29
50,52,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,Emission to air,low population density,0.6584754,7
50,64,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,1b0ff6a7-7d3f-5167-8cb3-f179dba7107c,openLCA,Emission to air,low population density,0.6525508,10
50,85,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,1a98cd22-4b8d-4a22-97a0-aa918ba8196c,openLCA,Emission to air,low population density,0.65145725,11
50,68,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,19bc6cbe-37d7-5dd1-a4bd-0877d754f51f,openLCA,Emission to air,low population density,0.64831626,12
50,84,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,657d244c-3820-48cd-ac10-ebd0c0ee9703,table,Emission to air,low population density,0.63626987,15
50,77,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,98f28ebe-22c0-4d0b-a2a2-2fcf910a91dd,openLCA,Emission to air,low population density,0.6353974,16
50,72,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,ac0d5750-4b04-5c58-a820-265cf76ad7ae,openLCA,Emission to air,low population density,0.63161397,19
50,90,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,3bd03bc6-68d3-5daa-81a5-94c6c8542afc,table,Emission to air,low population density,0.6220225,26
50,91,f7aa18e9-8ab1-5a12-a151-751526dcfce2,openLCA,cf62c02a-4367-5a70-8f32-ca14eb7d3800,openLCA,Emission to air,low population density,0.62071234,28
51,53,88450279-48a0-59a4-97a0-d168923a0031,openLCA,d8660dc6-9e4e-585e-b31d-3c970b52d2f6,openLCA,Emission to air,unspecified,0.658566,7
51,65,88450279-48a0-59a4-97a0-d168923a0031,openLCA,7996770a-2fa0-575b-944a-0b8718b2d5d6,openLCA,Emission to air,unspecified,0.65568596,8
51,69,88450279-48a0-59a4-97a0-d168923a0031,openLCA,3b09ab66-a765-5465-9f0d-82de7c009c09,openLCA,Emission to air,unspecified,0.6353538,10
51,89,88450279-48a0-59a4-97a0-d168923a0031,openLCA,00b55d37-8eb5-4a65-9309-cd897f67084a,openLCA,Emission to air,unspecified,0.6327894,12
51,81,88450279-48a0-59a4-97a0-d168923a0031,openLCA,22524a35-32c0-482a-82f7-49724ad1c595,openLCA,Emission to air,unspecified,0.6191955,18
51,94,88450279-48a0-59a4-97a0-d168923a0031,openLCA,79def65c-bd77-4fb2-a1df-f4dba98ada8f,table,Emission to air,unspecified,0.6151549,20
51,95,88450279-48a0-59a4-97a0-d168923a0031,openLCA,79def65c-bd77-4fb2-a1df-f4dba98ada8f,openLCA,Emission to air,unspecified,0.6117355,21
51,73,88450279-48a0-59a4-97a0-d168923a0031,openLCA,3607c86c-34d8-5a1a-98f5-271cd3265617,openLCA,Emission to air,unspecified,0.60673714,24
51,88,88450279-48a0-59a4-97a0-d168923a0031,openLCA,f8dacb2c-6b05-5aa1-8fc8-40cda8bfc188,table,Emission to air,unspecified,0.59927326,29
52,85,fca811d5-d0a7-5dfb-978a-f1d981c4b50a,openLCA,1a98cd22-4b8d-4a22-97a0-aa918ba8196c,openLCA,Emission to air,low population density,0.7470927,3
